RA,DE,Internal_ID,main_id,otype,otypes,ra_simbad,dec_simbad,multiple_counterpars,sep2simbad,massive_star,ms_contaminant,giant_label,giant_prob,extragalactic_label,extragalactic_prob,alpha_2_24,intercept_2_24,class_2_24,EW_Li,e_EW_Li,f_EW_Li,li_ref,EW_Li_,e_EW_Li_,f_EW_Li_,li_ref_,Ha_ID,HaRA,HaDE,HaID,Ha_ref,EW_Ha,e_EW_Ha,f_EW_Ha,_EW_Ha,_e_EW_Ha,_f_EW_Ha,e_up_EW_Ha,e_low_EW_Ha,Ha_line_flag,Ha_comment,W10_Ha,e_W10_Ha,e_up_W10_Ha,e_low_W10_Ha,f_W10_Ha,W10_HA_comment,EW_Ha_PHOT,e_EW_Ha_PHOT,Ha_sep,s_sep,s_ref,veiling_ropt,e_veiling_ropt,f_veiling_ropt,comment_veiling_ropt,veiling_rk,e_veiling_rk,f_veiling_rk,comment_veiling_rk,E_rk_1_CG2010,e_low_veiling_rk,veiling_rh,e_veiling_rh,f_veiling_rh,comment_veiling_rh,veiling_r7465,e_veiling_r7465,f_veiling_r7465,comment_veiling_r7465
85.40604167,-1.802972222,8815,2MASS J05413748-0148108,Y*O,*|NIR|X|Y*O,85.40619252,-1.803057396,,0.623419667,false,false,false,,false,,-0.465839775,-10.10513135,II,,,,,,,,,23350,,,,2023A%26A...674A..26C,-4.1289473,0.31160843,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.327,0.0271,,,,,,
85.763,-1.801277778,8816,[MGM2012] 3076,Y*O,G?|Y*O,85.763,-1.801277778,,8.0E-7,false,false,false,,false,,0.218084542,-12.0126795,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43495833,-1.800666667,8817,2MASS J05414442-0148026,Y*O,*|NIR|Y*O,85.43509445,-1.80076958,,0.614120948,false,false,false,,false,,-0.841712348,-11.07229622,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42695833,-1.800277778,8818,2MASS J05414248-0148013,Y*O,*|NIR|X|Y*O,85.42702571,-1.800401689,,0.507708289,false,false,false,,false,,-0.935419208,-9.705903931,II,,,,,,,,,23351,,,,2023A%26A...674A..26C,-15.232918,0.25598466,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.726,0.0538,,,,,,
85.429125,-1.798166667,8819,2MASS J05414303-0147534,Y*O,*|NIR|Y*O,85.42931699,-1.798206259,,0.705375809,false,true,false,,false,,-0.787720349,-10.323059,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.37779167,-1.789638889,8820,2MASS J05413069-0147225,Y*O,NIR|Y*O,85.377898,-1.789606,,0.400514143,false,false,false,,false,,-0.540773183,-11.07649779,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.30770833,-1.784416667,8822,2MASS J05411385-0147039,Y*O,IR|NIR|Y*O|cor|smm,85.307711,-1.784442,,0.091702191,false,false,false,,false,,0.809437929,-12.36660625,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41425,-1.783388889,8823,CXOU J054139.4-014700,Y*O,X|Y*O,85.414292,-1.783389,5,0.151127291,false,false,false,,false,,-0.353327931,-10.92352933,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.404625,-1.783222222,8824,2MASS J05413714-0146597,Y*O,*|NIR|X|Y*O,85.40476821,-1.783306407,,0.59782007,false,false,false,,false,,-0.999596845,-9.693372545,II,,,,,,,,,23353,,,,2023A%26A...674A..26C,-8.692357,0.2264434,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,1.04,0.0476,,,,,,
85.48891667,-1.780861111,8825,2MASS J05415737-0146510,Y*O,MIR|NIR|X|Y*O,85.489051,-1.78084,,0.489304647,false,false,false,,false,,-1.098967003,-10.20226509,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.30741667,-1.772916667,8826,2MASS J05411378-0146226,Y*O,NIR|Y*O,85.307451,-1.772947,,0.164883944,false,false,false,,false,,-0.038869399,-11.43970508,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42429167,-1.772305556,8827,2MASS J05414184-0146202,Y*O,*|NIR|Y*O,85.42438879,-1.772334421,,0.364607316,false,false,false,,false,,-1.254757967,-10.76037979,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.33641667,-1.768472222,8828,2MASS J05412074-0146064,Y*O,NIR|Y*O,85.336421,-1.768461,,0.043303852,false,false,false,,false,,0.120585027,-11.50560888,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.35979167,-1.7605,8829,2MASS J05412637-0145380,Y*O,NIR|Y*O,85.359893,-1.76056,,0.423803531,false,false,false,,false,,-0.92851244,-10.81930513,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44133333,-1.760416667,8830,2MASS J05414594-0145373,Y*O,NIR|Y*O,85.441457,-1.760366,,0.480922231,false,false,false,,false,,-0.687887198,-11.13654321,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40504167,-1.758111111,8831,2MASS J05413724-0145291,Y*O,NIR|Y*O,85.405179,-1.758095,,0.497559284,false,false,false,,false,,-1.766038522,-10.22694132,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.35129167,-1.757944444,8832,2MASS J05412430-0145285,Y*O,NIR|Y*O,85.351259,-1.757921,,0.14470603,false,false,false,,false,,-0.364669517,-11.02125204,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43691667,-1.757833333,8833,2MASS J05414487-0145284,Y*O,*|NIR|Y*O,85.43698391,-1.757925929,,0.411911589,false,false,false,,false,,-1.274393711,-9.93954911,II,,,,,,,,,23354,,,,2023A%26A...674A..26C,-2.9178795,0.15189806,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.168,0.032,,,,,,
85.42491667,-1.740416667,8834,2MASS J05414198-0144255,Y*O,*|NIR|Y*O,85.42494246,-1.740450087,,0.151942026,false,false,false,,false,,-1.142243951,-11.05571269,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42095833,-1.733555556,8835,2MASS J05414105-0144007,Y*O,*|NIR|Y*O,85.42106348,-1.733549022,,0.379097391,false,true,false,,false,,-1.494027637,-10.58520639,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.47833333,-1.720222222,8836,2MASS J05415479-0143131,Y*O,*|NIR|Y*O,85.47831734,-1.720362043,,0.506637456,false,true,false,,false,,-1.317266881,-10.50440776,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.34833333,-1.716805556,8838,2MASS J05412361-0143006,Y*O,NIR|Y*O,85.348387,-1.716859,,0.272598387,false,false,false,,false,,-0.92155784,-11.07342602,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.32491667,-1.715972222,8839,2MASS J05411798-0142573,Y*O,NIR|Y*O,85.324919,-1.715943,,0.105533731,false,false,false,,false,,0.192262455,-11.99171065,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39483333,-1.713833333,8840,2MASS J05413476-0142500,Y*O,*|NIR|Y*O,85.39483795,-1.713927475,,0.339318152,false,false,false,0.0,false,,-1.233199756,-10.15320027,II,,,,,,,,,23355,,,,2023A%26A...674A..26C,-3.743798,0.1822546,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.387,0.0302,,,,,,
85.460125,-1.7135,8841,2MASS J05415042-0142489,Y*O,*|NIR|Y*O,85.46008741,-1.713634701,,0.503432368,false,false,false,,false,,-0.856146824,-10.71797356,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.439875,-1.709361111,8842,2MASS J05414555-0142336,Y*O,NIR|Y*O,85.439792,-1.709344,,0.304953289,false,false,false,,false,,-1.681178211,-11.29576989,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.47870833,-1.693833333,8843,Haro 5-52,Y*O,*|Em*|NIR|Y*O,85.4787224,-1.693920861,,0.31914114,false,false,false,0.0,false,,-0.666563473,-10.31849653,II,,,,,,,,,16287,,,,2012RAA....12..723Z,-27.001627,-0.309243,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,1.51,0.0932,,,,,,
85.42908333,-1.684722222,8844,2MASS J05414298-0141049,Y*O,NIR|Y*O,85.429121,-1.684708,,0.14488901,false,false,false,,false,,-0.870588311,-11.50941286,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39158333,-1.677222222,8845,[MGM2012] 3114,Y*O,Y*O,85.39158333,-1.677222222,,8.0E-7,false,false,false,,false,,-0.66523876,-11.84546006,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.55929167,-1.611694444,8847,2MASS J05421425-0136419,Y*O,*|NIR|Y*O,85.55935215,-1.611699895,,0.218523448,false,false,false,0.0,false,,-1.009844967,-11.22433189,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.34995833,-1.559972222,8848,2MASS J05412395-0133359,Y*O,NIR|Y*O,85.349832,-1.559974,,0.454676497,false,false,false,,false,,-0.375546778,-11.65403942,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.2358,-2.1875,9502,2MASS J05405666-0211157,Y*?,*|IR|NIR|Y*?,85.23613481,-2.187717622,,1.43682103,false,false,false,,false,,-1.852471647,-9.523036209,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.27,-2.1839,9504,[MJO2008] J054104.8-021102,*,*,85.27,-2.183888889,,0.04,false,false,false,0.0,false,,-2.274436227,-10.92277796,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.2237,-2.1606,9513,2MASS J05405375-0209383,*,*|IR|NIR,85.224008,-2.160663416,,1.131272073,false,false,false,0.0,false,0.04,-2.394696884,-9.607436814,III thin disk,,,,,,,,,23594,,,,2023A%26A...674A..26C,2.4822028,0.07578415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.1533,-2.0992,9582,[MJO2008] J054036.8-020557,*,*,85.15333333,-2.099166667,,0.169648694,false,true,false,0.0,false,0.05,-2.138937118,-11.3332782,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.2104,-2.0869,9585,[MJO2008] J054050.5-020513,*,*,85.21041667,-2.086944444,,0.170866106,false,false,false,0.0,false,,-2.146245681,-11.04842613,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.1312,-2.0808,9586,[MJO2008] J054031.5-020451,*,*,85.13125,-2.080833333,,0.21623433,false,true,false,0.0,false,0.39,-2.653339179,-11.2453603,III no disk / MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.4878467,-1.7745239,9863,2MASS J05415708-0146280,Y*O,*|MIR|NIR|Y*O,85.48786,-1.774462,,0.227920955,false,false,false,,false,,-1.761476166,-9.617559166,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,3.14E-4,0.00384,,,,,,
85.4944448,-1.7791466,9864,2MASS J05415866-0146447,Y*O,MIR|NIR|Y*O,85.494443,-1.779107,,0.142707055,false,false,false,,false,,-1.640264061,-9.353570954,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41483333,-1.783888889,9976,CVSO 183,TT*,*|MIR|NIR|TT*|X|Y*O,85.41485366,-1.783964713,5,0.282597968,false,true,false,0.0,false,,-2.082308081,-9.850853473,III thin disk,0.2,,,2005AJ....129..907B,[0.2],[nan],[nan],['2005AJ....129..907B'],2052,,,,2005AJ....129..907B,-5.0,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,5.76E-5,0.00132,,,,,,
85.49139404,-2.190109015,10918,2MASS J05415793-0211243,*,*|IR|NIR,85.49143623,-2.190149836,,0.211251631,false,false,false,0.16,false,0.31,-1.988254734,-9.496846616,III thin disk,,,,,,,,,24599,,,,2023A%26A...674A..26C,-3.4134948,0.21924688,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,1.41E-4,0.0037,,,,,,
85.42955017,-2.173971891,10922,2MASS J05414309-0210262,Y*O,*|IR|NIR|X|Y*O,85.42958452,-2.173986347,,0.134096905,false,false,false,0.0,false,0.01,-2.486688674,-9.473369284,III thin disk,0.45879678,,,2024arXiv240919858B,[0.45879678],[nan],[nan],['2024arXiv240919858B'],14398,,,,2024arXiv240919858B,-1.5770692,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.0418,0.022,,,,,,
85.21221924,-2.162645102,10929,ATO J085.2122-02.1626,Y*O,*|IR|NIR|Opt|V*|Y*?|Y*O,85.21223551,-2.162600579,,0.17063172,false,false,false,,false,0.22,-2.299821305,-9.563983214,III thin disk,0.6,,,2017ApJ...844..138K,[0.6],[nan],[nan],['2017ApJ...844..138K'],11163,,,,2017ApJ...844..138K,,,,-1.23,,,,,,,242,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.195,0.0226,,,,,,
85.3041687,-2.098706007,10945,UCAC4 440-011174,*,*|MIR|NIR,85.30419748,-2.098675391,,0.151212606,false,false,false,0.29,false,0.0,-2.520811329,-9.737196088,III no disk / MS,,,,,,,,,24624,,,,2023A%26A...674A..26C,4.6814415,0.0491164,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.128,0.152,,,,,,
85.17193604,-2.094073057,10947,2MASS J05404126-0205386,Y*O,*|NIR|Y*O,85.17194069,-2.094091157,,0.067267988,false,false,false,0.0,false,0.0,-2.534480428,-9.915431558,III no disk / MS,0.67,,,2017ApJ...844..138K,[0.67],[nan],[nan],['2017ApJ...844..138K'],11164,,,,2017ApJ...844..138K,,,,-1.95,,,,,,,222,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.293,0.0415,,,,,,
85.42984772,-2.065031052,10951,2MASS J05414316-0203541,Y*O,*|Em*|NIR|X|Y*?|Y*O,85.42986487,-2.065072489,,0.161432049,false,false,false,0.0,false,0.08,-2.612922784,-9.299152027,III no disk / MS,0.47,,,2017ApJ...844..138K,"[0.47, 0.2838868]","[nan, nan]","[nan, nan]","['2017ApJ...844..138K', '2024arXiv240919858B']",14408,,,,2024arXiv240919858B,-0.7570634,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.132,0.022,,,,,,
85.46907806,-2.064328909,10952,V* V621 Ori,Or*,*|NIR|Opt|Or*|Rad|V*|X|Y*?|Y*O,85.4691144,-2.064332729,,0.131462374,false,false,false,0.0,false,0.11,-2.104852329,-9.187292371,III thin disk,0.24,,,2017ApJ...844..138K,"[0.24, -0.48755692]","[nan, nan]","[nan, nan]","['2017ApJ...844..138K', '2024arXiv240919858B']",14409,,,,2024arXiv240919858B,-0.4067246,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,7.52E-5,0.00168,,,,,,
85.43102264,-2.063407898,10953,2MASS J05414344-0203482,Y*O,*|NIR|X|Y*?|Y*O,85.43105299,-2.063457679,,0.209858921,false,false,false,0.0,false,,-2.891671734,-9.667443742,III no disk / MS,,,,,,,,,24632,,,,2023A%26A...674A..26C,-2.006182,0.07981178,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.241,0.0313,,,,,,
85.39316559,-2.030755997,10961,2MASS J05413436-0201507,Y*O,*|NIR|X|Y*?|Y*O,85.39317101,-2.03083086,2,0.270211165,false,false,false,0.02,false,0.05,-1.983629658,-9.717867637,III thin disk,0.46,,,2017ApJ...844..138K,"[0.46, 0.25987256000000003]","[nan, nan]","[nan, nan]","['2017ApJ...844..138K', '2024arXiv240919858B']",14412,,,,2024arXiv240919858B,-0.49364525,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.0162,0.0202,,,,,,
85.21873474,-2.012807131,10965,2MASS J05405249-0200461,Y*O,*|NIR|X|Y*O,85.21873057,-2.012802689,,0.021926172,false,false,false,0.0,false,,-2.498050847,-9.727271716,III thin disk,0.53,,,2017ApJ...844..138K,"[0.53, 0.3753418]","[nan, nan]","[nan, nan]","['2017ApJ...844..138K', '2024arXiv240919858B']",14413,,,,2024arXiv240919858B,-1.3961225,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.104,0.0175,,,,,,
85.62490082,-1.985805988,10968,2MASS J05422997-0159089,*,*|NIR,85.62490571,-1.985848997,,0.155830263,false,false,false,0.53,false,0.41,-1.974014991,-9.360910147,III thin disk,,,,,,,,,24647,,,,2023A%26A...674A..26C,-0.979038,0.16132163,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.00797,0.0267,,,,,,
85.67931366,-1.984379053,10970,2MASS J05424303-0159037,SB*,*|NIR|SB*,85.67931736,-1.984430718,,0.186468889,false,false,false,0.4,false,0.11,-2.286316376,-9.636387572,III thin disk,,,,,,,,,24649,,,,2023A%26A...674A..26C,4.577251,0.1892209,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.398,0.0612,,,,,,
85.53895569,-1.968009949,10977,2MASS J05420934-0158048,Y*O,*|NIR|X|Y*?|Y*O,85.53899698,-1.968012691,,0.14888914,false,false,false,0.0,false,,-2.300824419,-9.54682954,III thin disk,,,,,,,,,16393,,,,2012RAA....12..723Z,-24.624435,-0.136507,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.319,0.035,,,,,,
85.43546295,-1.961182952,10979,[BCB89] IRS 29,Y*O,*|IR|NIR|X|Y*O,85.43547532,-1.9612265,,0.16296485,false,false,false,,false,,-1.924125837,-9.786080429,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.00547,0.0225,,,,,,
85.35785675,-1.95796299,10983,2MASS J05412588-0157286,Y*O,*|NIR|X|Y*O,85.35785734,-1.95799889,,0.12925721,false,false,false,,false,,-1.696771701,-10.0313966,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.00145,0.00939,,,,,,
85.47060394,-1.943109989,10986,Cl* NGC 2024    HLL     123,Y*O,*|NIR|X|Y*O,85.47063098,-1.943104068,,0.099605717,false,false,false,,false,,-1.480568726,-10.05885323,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.117,0.0287,,,,,,
85.43952179,-1.938047051,10988,[BCB89] IRS 22,Y*O,*|IR|NIR|PM*|X|Y*O,85.43954666,-1.93811609,,0.264152255,false,true,false,0.13,false,,-2.255947152,-9.710724915,III thin disk,,,,,,,,,16394,,,,2012RAA....12..723Z,-4.454581,-0.013222,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.628,0.0534,,,,,,
85.7067337,-1.930266023,10989,2MASS J05424961-0155489,*,*|NIR,85.70671266,-1.930292214,,0.120927331,false,false,false,0.56,false,0.34,-2.252700156,-9.643930067,III thin disk,,,,,,,,,24665,,,,2023A%26A...674A..26C,-5.723127,0.25088224,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.0726,0.0341,,,,,,
85.39528656,-1.921787024,10995,[BCB89] IRS 19,Y*O,*|IR|NIR|X|Y*?|Y*O,85.3952979,-1.921845054,,0.212854637,false,false,false,0.05,false,,-1.776663912,-9.364784571,III thin disk,,,,,,,,,15495,,,,2012RAA....12..723Z,61.27,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.154,0.0617,,,,,,
85.4670639,-1.921756029,10996,2MASS J05415209-0155183,Y*O,*|NIR|X|Y*O,85.46707349,-1.921743788,,0.055962,false,false,false,,false,,-0.769409968,-10.42374262,II,,,,,,,,,24672,,,,2023A%26A...674A..26C,-3.3558065,0.2934699,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.382,0.0466,,,,,,
85.48669434,-1.897817016,10999,2MASS J05415680-0153521,Y*O,*|NIR|X|Y*O,85.48670911,-1.897828513,,0.067351121,false,false,false,,false,,-1.965847128,-9.861813803,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.134,0.026,,,,,,
85.44255829,-1.896304965,11000,Cl* NGC 2024    HLL      58,Y*O,*|IR|NIR|X|Y*O,85.442557,-1.896305,,0.004643167,false,false,false,,false,,-1.803443959,-9.382796091,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.221,0.0317,,,,,,
85.46042633,-1.887603045,11003,[BCB89] IRS  6,Y*O,*|IR|NIR|Pe*|X|Y*?|Y*O,85.46045549,-1.887642943,,0.177874581,false,false,false,0.05,false,,-1.138679412,-9.442981641,II,-0.00218191,,,2024arXiv240919858B,[-0.0021819103],[nan],[nan],['2024arXiv240919858B'],14418,,,,2024arXiv240919858B,-1.2765907,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.61,0.2,,,,,,
85.40791321,-1.886464953,11004,2MASS J05413789-0153112,Y*O,*|NIR|Rad|X|Y*?|Y*O,85.40794078,-1.886498057,,0.155058646,false,false,false,0.0,false,,-1.54375279,-9.627638185,II,,,,,,,,,24678,,,,2023A%26A...674A..26C,2.2523198,0.29043812,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.085,0.0292,,,,,,
85.52487946,-1.881183028,11006,2MASS J05420597-0152522,Y*O,*|NIR|X|Y*O,85.52488034,-1.881218975,,0.129446382,false,false,false,,false,,-1.789858958,-9.880944808,III thin disk,,,,,,,,,24680,,,,2023A%26A...674A..26C,-7.594442,0.22452623,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.363,0.036,,,,,,
85.40290833,-1.878684044,11007,Cl* NGC 2024    BSC      20,*,*|**,85.40315734,-1.879173151,2,1.975625913,false,false,false,,false,,-1.113609558,-10.34342891,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.32,0.0757,,,,,,
85.3299408,-1.874130011,11009,2MASS J05411918-0152268,Y*O,*|NIR|X|Y*O,85.32994164,-1.874162847,,0.118248402,false,false,false,,false,,-2.256014882,-9.798370895,III thin disk,,,,,,,,,16396,,,,2012RAA....12..723Z,-185.23892,-3.745081,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.361,0.0288,,,,,,
85.43785858,-1.862308025,11011,Cl* NGC 2024    HLL      19,Y*O,*|NIR|X|Y*O,85.43786,-1.862308,,0.005110092,false,false,false,,false,,-1.942430881,-9.427932662,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.0011,0.00776,,,,,,
85.38907623,-1.857542038,11012,2MASS J05413337-0151271,Y*O,*|NIR|X|Y*O,85.38909107,-1.857562729,,0.091657824,false,false,false,,false,,-1.883679513,-9.993044645,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.195,0.0258,,,,,,
85.37003326,-1.834002972,11014,2MASS J05412880-0150024,Y*O,*|NIR|X|Y*O,85.370041,-1.834015393,,0.052688837,false,false,false,,false,,-1.908586862,-9.869063909,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.286,0.0254,,,,,,
85.35103607,-1.826354027,11018,2MASS J05412424-0149348,Y*O,*|EB*|NIR|X|Y*O,85.35104193,-1.826395269,,0.149962359,false,false,false,0.0,false,,-2.18692325,-9.353827529,III thin disk,0.13,,,2017ApJ...844..138K,"[0.13, -0.044788432999999996]","[nan, nan]","[nan, nan]","['2017ApJ...844..138K', '2024arXiv240919858B']",11165,,,,2017ApJ...844..138K,,,,0.56,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,1.29,0.0735,,,,,,
85.76220703,-1.822520971,11021,2MASS J05430292-0149210,*,*|NIR,85.76218974,-1.822532587,,0.074954332,false,false,false,0.63,false,0.1,-2.217645667,-9.516634901,III thin disk,,,,,,,,,24691,,,,2023A%26A...674A..26C,-2.042818,0.09855265,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.0233,0.0313,,,,,,
85.22101593,-1.78450191,11028,2MASS J05405304-0147042,*,*|NIR,85.22104406,-1.78450794,,0.103528806,false,false,false,,false,,-2.148711824,-9.373962265,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,3.82E-4,0.00521,,,,,,
85.43250275,-1.779374957,11031,2MASS J05414380-0146457,Y*O,*|NIR|X|Y*?|Y*O,85.43250807,-1.77941036,,0.128880508,false,false,false,0.0,false,,-1.211066538,-10.42650681,II,,,,,,,,,24700,,,,2023A%26A...674A..26C,-1.5308404,0.13942301,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.282,0.0358,,,,,,
85.40914917,-1.775022984,11032,2MASS J05413819-0146300,Y*O,*|NIR|X|Y*O,85.40915767,-1.775086917,,0.232183286,false,false,false,,false,,-2.070018972,-9.595854205,III thin disk,,,,,,,,,24701,,,,2023A%26A...674A..26C,-1.3862471,0.1717087,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.0808,0.0234,,,,,,
85.59534454,-1.739675999,11037,2MASS J05422288-0144228,*,*|NIR,85.59533075,-1.739702983,,0.10908866,false,false,false,0.27,false,,-2.327626536,-9.511816829,III thin disk,,,,,,,,,24706,,,,2023A%26A...674A..26C,-0.12058728,0.113874905,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,1.86E-4,0.00315,,,,,,
85.36262512,-1.713734031,11042,[B96] LBS37 3,Rad,Rad,85.36266667,-1.71375,2,0.160173329,false,false,false,0.02,false,,,,not classified,,,,,,,,,24711,,,,2023A%26A...674A..26C,0.85245505,0.07258663,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.00112,0.00703,,,,,,
