RA,DE,Internal_ID,main_id,otype,otypes,ra_simbad,dec_simbad,multiple_counterpars,sep2simbad,massive_star,ms_contaminant,giant_label,giant_prob,extragalactic_label,extragalactic_prob,alpha_2_24,intercept_2_24,class_2_24,EW_Li,e_EW_Li,f_EW_Li,li_ref,EW_Li_,e_EW_Li_,f_EW_Li_,li_ref_,Ha_ID,HaRA,HaDE,HaID,Ha_ref,EW_Ha,e_EW_Ha,f_EW_Ha,_EW_Ha,_e_EW_Ha,_f_EW_Ha,e_up_EW_Ha,e_low_EW_Ha,Ha_line_flag,Ha_comment,W10_Ha,e_W10_Ha,e_up_W10_Ha,e_low_W10_Ha,f_W10_Ha,W10_HA_comment,EW_Ha_PHOT,e_EW_Ha_PHOT,Ha_sep,s_sep,s_ref,veiling_ropt,e_veiling_ropt,f_veiling_ropt,comment_veiling_ropt,veiling_rk,e_veiling_rk,f_veiling_rk,comment_veiling_rk,E_rk_1_CG2010,e_low_veiling_rk,veiling_rh,e_veiling_rh,f_veiling_rh,comment_veiling_rh,veiling_r7465,e_veiling_r7465,f_veiling_r7465,comment_veiling_r7465
85.569611,-2.111097,5272,2MASS J05421669-0206398,Y*O,*|NIR|X|Y*O,85.56959577,-2.111111057,,0.074582541,false,false,false,0.03,false,0.0,-1.745907715,-10.04017444,III thin disk,0.4,,,2017ApJ...844..138K,[0.4],[nan],[nan],['2017ApJ...844..138K'],21710,,,,2023A%26A...674A..26C,-1.00560874,0.103677474,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.388,0.0444,,,,,,
85.588478,-1.986178,5275,Haro 5-61,Y*O,*|Em*|NIR|X|Y*O,85.58849948,-1.986289926,,0.410275208,false,false,false,0.0,false,,-0.873661287,-10.25157172,II,0.56,,,2017ApJ...844..138K,[0.56],[nan],[nan],['2017ApJ...844..138K'],16215,,,,2012RAA....12..723Z,-6.910981,-0.018229,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.187,0.0207,,,,,,
85.635733,-1.636774,5277,Haro 5-56,Y*O,*|Em*|NIR|Y*?|Y*O,85.63574154,-1.636790562,,0.067070045,false,false,false,0.0,false,0.04,-0.882192627,-10.16912922,II,,,,,,,,,21714,,,,2023A%26A...674A..26C,-12.93812,0.12084251,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.586,0.0329,,,,,,
85.661171,-1.906259,5279,2MASS J05423868-0154224,Y*O,*|NIR|Y*O,85.66118458,-1.906266716,,0.056214166,false,false,false,0.0,false,0.0,-0.677267716,-10.60654767,II,,,,,,,,,21716,,,,2023A%26A...674A..26C,-8.997846,0.18597253,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,5.06E-4,0.0048,,,,,,
85.34041667,-2.185638889,8638,NVSS J054121-021100,smm,Rad|smm,85.3407,-2.1858,4,1.172725973,false,false,false,,false,,0.298668881,-11.78658191,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.53883333,-2.163944444,8639,2MASS J05420932-0209501,Y*O,*|C*?|LP?|NIR|Y*O,85.53886551,-2.163963491,,0.134524239,false,false,false,0.59,false,0.46,-1.53355691,-9.128571697,II,,,,,,,,,23331,,,,2023A%26A...674A..26C,6.051721,0.39589232,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,3.57E-6,0.00405,,,,,,
85.51091667,-2.129361111,8640,HGBS J054202.9-020745,Y*O,IR|Y*?|Y*O|cor|smm,85.511,-2.129388889,,0.316031373,false,false,false,,false,,0.743357853,-12.44525087,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.376,-2.125472222,8641,2MASS J05413023-0207316,Y*O,*|IR|NIR|Y*?|Y*O,85.37601404,-2.125476779,,0.053103671,false,false,false,0.0,false,0.01,-0.820090276,-11.16367158,II,,,,,,,,,23332,,,,2023A%26A...674A..26C,-4.5868316,0.19970873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.26570833,-2.107305556,8642,2MASS J05410377-0206265,Y*O,*|IR|NIR|Y*?|Y*O,85.26571558,-2.107379639,,0.267970752,false,false,false,0.04,false,0.02,-1.423640616,-10.41956946,II,,,,,,,,,16280,,,,2012RAA....12..723Z,-19.570581,-0.356123,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.172,0.0507,,,,,,
85.46054167,-2.049138889,8643,2MASS J05415053-0202570,Y*O,*|NIR|X|Y*O|ev,85.46061412,-2.049195695,,0.33132271,false,false,false,0.0,false,0.01,-1.401867373,-10.27334258,II,0.65,,,2017ApJ...844..138K,[0.65],[nan],[nan],['2017ApJ...844..138K'],11148,,,,2017ApJ...844..138K,,,,-4.1,,,,,,,391,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.503,0.0752,,,,,,
85.4395,-2.023138889,8644,2MASS J05414545-0201232,Y*O,*|NIR|Y*O,85.43946055,-2.023171529,,0.184263811,false,false,false,,false,0.34,-1.142575186,-11.41813346,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.50983333,-2.018944444,8645,2MASS J05420237-0201084,Y*O,NIR|Y*O,85.5099,-2.019025,,0.376336864,false,false,false,,false,,-0.90250569,-11.46396408,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.47866667,-2.010055556,8646,2MASS J05415487-0200366,Y*O,*|NIR|Y*?|Y*O,85.47866243,-2.010204098,,0.53496974,false,false,false,0.0,false,,-1.512057649,-10.33476697,II,,,,,,,,,16282,,,,2012RAA....12..723Z,-37.039524,-0.544482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.25054167,-2.000222222,8647,2MASS J05410012-0200010,Y*O,*|NIR|Y*O,85.25050427,-2.000288506,,0.273937488,false,true,false,0.0,false,,-1.15767343,-10.98447109,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.37091667,-1.987027778,8648,2MASS J05412903-0159135,Y*O,NIR|Y*?|Y*O,85.37097,-1.987097,,0.314515374,false,false,false,,false,,0.837174183,-12.13164221,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.49708333,-1.986305556,8649,2MASS J05415930-0159108,Y*O,*|NIR|X|Y*O,85.49713577,-1.986349405,,0.245979955,false,false,false,0.0,false,,-1.030281846,-10.41312923,II,,,,,,,,,23336,,,,2023A%26A...674A..26C,-3.6903816,0.36441264,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,1.03,0.0981,,,,,,
85.39291667,-1.98325,8650,2MASS J05413430-0158595,Y*O,*|NIR|X|Y*O,85.39296142,-1.983254125,,0.161689428,false,false,false,,false,,-1.202472688,-10.57918486,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.33616667,-1.98275,8651,Haro 5-46,Y*O,*|Em*|NIR|X|Y*O|ev,85.33619137,-1.982857077,2,0.395590554,false,false,false,0.0,false,,-1.129734166,-10.63491874,II,0.48,,,2017ApJ...844..138K,"[0.48, 0.28]","[nan, nan]","[nan, nan]","['2017ApJ...844..138K', '2019A&A...629A.114C']",11149,,,,2017ApJ...844..138K,,,,-12.85,,,,,,,401,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.273,0.0409,,,,,,
85.48645833,-1.981555556,8652,2MASS J05415674-0158538,Y*O,*|NIR|X|Y*O,85.4864731,-1.981620024,,0.238085497,false,false,false,,false,,-0.721592222,-10.63827134,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.55491667,-1.975916667,8653,2MASS J05421319-0158336,Y*O,*|NIR|X|Y*?|Y*O,85.55499622,-1.97599623,,0.404913648,false,false,false,0.0,false,,-1.165618897,-9.734659343,II,,,,,,,,,16284,,,,2012RAA....12..723Z,-19.633299,-0.412057,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.109,0.0322,,,,,,
85.46695833,-1.975583333,8654,2MASS J05415207-0158324,Y*O,*|NIR|Y*O,85.4669892,-1.975701872,,0.440949985,false,false,false,,false,,0.473819621,-11.99168182,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.461,-1.967777778,8655,2MASS J05415061-0158042,Y*O,*|NIR|Y*O,85.46095545,-1.967850724,,0.307664437,false,false,false,,false,,-1.565835777,-10.61166146,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.301,-1.965555556,8656,[MGM2012] 2900,Y*O,Y*O,85.301,-1.965555556,,1.6E-6,false,false,false,,false,,0.313575942,-11.22962224,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42354167,-1.965166667,8657,[BCB89] IRS 30,Y*O,*|IR|NIR|Pe*|X|Y*O|smm,85.42353765,-1.965215026,,0.174690578,false,false,false,,false,,0.86678926,-10.26373474,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,2.12,0.281,,,,,,
85.47383333,-1.964,8658,2MASS J05415371-0157502,Y*O,*|NIR|Y*O,85.473803,-1.963966,,0.163989007,false,false,false,,false,,-0.347102609,-11.24951514,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.434125,-1.959861111,8659,2MASS J05414420-0157353,Y*O,NIR|X|Y*O,85.43416667,-1.959833333,,0.180204341,false,false,false,,false,,-0.676029902,-10.80749559,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44008333,-1.959138889,8660,2MASS J05414562-0157330,Y*O,*|NIR|X|Y*O,85.44011102,-1.959247182,,0.402375832,false,false,false,,false,,-1.483736855,-10.75602225,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.57241667,-1.959027778,8661,2MASS J05421739-0157326,Y*O,*|NIR|Y*O,85.57250157,-1.959084222,,0.366878532,false,false,false,,false,,-0.947991704,-11.2448985,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.4585,-1.958416667,8662,2MASS J05415003-0157306,Y*O,*|NIR|Y*O,85.4585149,-1.958523321,,0.387677491,false,false,false,,false,,-1.208481047,-10.19182698,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.489,0.0464,,,,,,
85.44254167,-1.956388889,8663,[MGM2012] 2910,Y*O,Y*O,85.44254167,-1.956388889,,4.0E-7,false,false,false,,false,,-0.568363268,-11.40803601,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.46725,-1.95475,8664,[BCB89] IRS 26,Y*O,*|IR|NIR|X|Y*O,85.4673541,-1.954856179,,0.535144866,false,false,false,,false,,-0.628751665,-9.979234733,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.682,0.0366,,,,,,
85.46808333,-1.953361111,8665,2MASS J05415233-0157124,Y*O,*|NIR|Y*?|Y*O,85.468045,-1.953445,,0.332003184,false,false,false,,false,,-0.733790072,-11.23224098,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44766667,-1.953361111,8666,2MASS J05414745-0157122,Y*O,NIR|Y*O,85.447724,-1.95339,,0.231014169,false,false,false,,false,,-0.452583304,-11.50512302,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43420833,-1.951222222,8667,[MGM2012] 2914,Y*O,Y*O,85.43420833,-1.951222222,,8.0E-7,false,false,false,,false,,1.670217784,-13.05092401,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44179167,-1.948277778,8668,2MASS J05414602-0156538,Y*O,NIR|X|Y*?|Y*O,85.44179167,-1.948305556,,0.0999992,false,false,false,,false,,2.066024134,-12.36663037,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.46070833,-1.947888889,8669,2MASS J05415056-0156524,Y*O,NIR|Y*O,85.460688,-1.947906,,0.095637649,false,false,false,,false,,0.058030538,-11.49259029,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.47875,-1.946666667,8670,2MASS J05415492-0156483,Y*O,*|NIR|X|Y*O,85.47888295,-1.946778344,,0.624864543,false,false,false,,false,,-0.968356678,-10.46314082,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.47254167,-1.946638889,8671,2MASS J05415340-0156481,Y*O,*|NIR|Y*O,85.47258169,-1.94673365,,0.370293564,false,false,false,,false,,-0.49953625,-11.26235406,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.528,-1.945916667,8672,2MASS J05420669-0156454,Y*O,*|NIR|Y*O,85.52795368,-1.946004588,,0.357703743,false,false,false,,false,,-1.322090697,-10.88796027,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.417625,-1.945527778,8673,2MASS J05414025-0156439,Y*O,NIR|X|Y*O,85.41775,-1.945527778,,0.4497406,false,false,false,,false,,1.366857788,-11.47206492,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.479,-1.941916667,8674,2MASS J05415497-0156312,Y*O,NIR|X|Y*O,85.47908333,-1.942,,0.424141403,false,false,false,,false,,-0.957429763,-10.40648626,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.50720833,-1.941555556,8675,2MASS J05420172-0156299,Y*O,*|NIR|X|Y*O,85.50720457,-1.941651823,,0.34682516,false,false,false,,false,,-1.083433094,-9.997075892,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.827,0.0603,,,,,,
85.4705,-1.941555556,8676,[BCB89] IRS 25,Y*O,*|IR|NIR|X|Y*?|Y*O,85.4705,-1.941583333,,0.0999984,false,false,false,,false,,1.545599215,-11.69353485,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.45745833,-1.940805556,8677,2MASS J05414980-0156272,Y*O,*|NIR|Y*O,85.45756466,-1.940913582,,0.545527044,false,false,false,,false,,-0.426252963,-10.75530791,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41275,-1.940722222,8678,Cl* NGC 2024    HLL     122,Y*O,*|NIR|X|Y*O,85.41276,-1.940679,,0.159704805,false,false,false,,false,,-0.014137534,-10.61823106,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39920833,-1.9395,8679,Cl* NGC 2024    HLL     118,Y*O,*|NIR|X|Y*O|smm,85.39920833,-1.939527778,,0.1,false,false,false,,false,,-0.593768246,-10.32532697,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.56758333,-1.937416667,8681,Haro 5-53,Y*O,*|Em*|NIR|X|Y*O|ev,85.56753459,-1.937503873,,0.359599869,false,false,false,,false,,-1.242812169,-10.65314984,II,,,,,,,,,16285,,,,2012RAA....12..723Z,-66.3041,-0.162172,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.354,0.0473,,,,,,
85.28370833,-1.936666667,8682,2MASS J05410807-0156120,Y*O,*|NIR|Y*O,85.28365726,-1.936673215,,0.185260253,false,true,false,,false,,-1.898940573,-11.00456005,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39045833,-1.935194444,8683,2MASS J05413371-0156068,Y*O,*|NIR|X|Y*O,85.3905,-1.93525,,0.249949958,false,false,false,,false,,-0.221511076,-10.46588328,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41141667,-1.934027778,8684,Cl* NGC 2024    HLL     114,Y*O,*|NIR|X|Y*O,85.41153831,-1.934053107,,0.447063498,false,false,false,,false,,-0.289817049,-10.26251364,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.987,0.0874,,,,,,
85.46420833,-1.932111111,8685,2MASS J05415143-0155557,Y*O,NIR|X|Y*O,85.464296,-1.93215,,0.34509455,false,false,false,,false,,-0.001055066,-11.04911206,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.442625,-1.931722222,8686,CXOU J054146.2-015554,Y*O,X|Y*?|Y*O,85.442736,-1.931712,,0.401064712,false,false,false,,false,,3.651344355,-13.0830537,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.39483333,-1.931111111,8687,2MASS J05413476-0155522,Y*O,NIR|X|Y*O,85.394875,-1.931166667,,0.249949214,false,false,false,,false,,0.299098483,-10.69703612,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42725,-1.927,8688,2MASS J05414252-0155372,Y*O,NIR|Y*O,85.427207,-1.927017,,0.166377235,false,false,false,,false,,1.668160185,-11.71959361,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.409125,-1.926694444,8689,2MASS J05413821-0155361,Y*O,*|NIR|SB*|X|Y*O,85.40924276,-1.926777961,,0.519522044,false,false,false,,false,,-1.312050852,-10.0853955,II,,,,,,,,,23340,,,,2023A%26A...674A..26C,-3.982059,0.5624568,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.322,0.0561,,,,,,
85.381,-1.925722222,8690,2MASS J05413146-0155326,Y*O,*|NIR|Pe*|Y*O,85.38110458,-1.925806147,,0.482574135,false,false,false,,false,,-0.468649462,-10.17888308,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,1.78,0.133,,,,,,
85.39595833,-1.925,8691,2MASS J05413505-0155301,Y*O,*|NIR|X|Y*O,85.396045,-1.92504,,0.34346784,false,false,false,,false,,1.013043191,-11.39841511,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43408333,-1.922277778,8693,[PSA97] 2024-8,Y*O,Y*O,85.43375,-1.922222222,3,1.215886549,false,false,false,,false,,2.538246139,-11.31007866,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41916667,-1.921861111,8694,2MASS J05414059-0155185,Y*O,*|NIR|Y*O,85.419155,-1.921823,,0.143477337,false,false,false,,false,,-0.433667447,-10.35944927,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.383,-1.921861111,8695,2MASS J05413194-0155186,Y*O,*|NIR|X|Y*O,85.38310493,-1.921894857,2,0.396606223,false,false,false,0.0,false,,-0.605172359,-9.940610995,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.316,0.0281,,,,,,
85.47454167,-1.921194444,8696,[BCB89] IRS 21,Y*O,*|IR|NIR|X|Y*O,85.4745,-1.921222222,,0.1802083,false,false,false,,false,,0.142058947,-10.21614062,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.612,0.0506,,,,,,
85.42570833,-1.9195,8698,2MASS J05414220-0155099,Y*O,*|NIR|X|Y*O,85.42585218,-1.919467695,,0.530456438,false,false,false,,false,,0.554867412,-10.65890986,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.639,0.0454,,,,,,
85.48241667,-1.919222222,8699,2MASS J05415579-0155092,Y*O,*|NIR|X|Y*O,85.48247398,-1.919254857,,0.237337302,false,false,false,,false,,-1.658906545,-10.03593413,III thin disk,,,,,,,,,23341,,,,2023A%26A...674A..26C,-8.47634,0.25243095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.46245833,-1.918555556,8700,[BCB89] IRS  4,Y*O,*|IR|NIR|Rad|Y*O,85.46240324,-1.918623182,,0.31393881,false,false,false,,false,,1.37471491,-10.31668391,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.426875,-1.917333333,8701,Cl* NGC 2024    HLL      97,Y*O,*|NIR|X|Y*O,85.42691667,-1.917388889,,0.24995058,false,false,false,,false,,-0.071162161,-10.26573365,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.4415,-1.917166667,8702,CXOU J054145.9-015501,Y*O,X|Y*O,85.441543,-1.91722,,0.246576071,false,false,false,,false,,-0.695129695,-9.598804842,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40904167,-1.915222222,8703,2MASS J05413818-0154549,Y*O,*|NIR|X|Y*O,85.409125,-1.91525,,0.316069033,false,false,false,,false,,-0.413021417,-10.52822319,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.36216667,-1.914416667,8704,2MASS J05412694-0154517,Y*O,*|NIR|X|Y*O,85.36227401,-1.91441526,,0.386245453,false,false,false,,false,,-1.594379688,-9.945266705,II,,,,,,,,,16286,,,,2012RAA....12..723Z,-96.14056,-0.303247,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.608,0.0499,,,,,,
85.403375,-1.913388889,8705,2MASS J05413682-0154479,Y*O,*|NIR|X|Y*O,85.40348268,-1.913366124,,0.395991052,false,false,false,,false,,-0.255207257,-10.76948403,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43804167,-1.913083333,8706,[BCB89] IRS 20,Y*O,*|IR|NIR|X|Y*?|Y*O,85.43802917,-1.913080556,,0.046072977,false,false,false,,false,,0.437952351,-9.975296261,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.863,0.126,,,,,,
85.43370833,-1.912527778,8707,MMB G206.542-16.355,Mas,Mas,85.43391667,-1.91275,3,1.09629929,false,false,false,,false,,2.848606196,-11.71436797,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.38679167,-1.912388889,8708,2MASS J05413284-0154442,Y*O,*|NIR|X|Y*O,85.38685839,-1.912356351,,0.267120821,false,false,false,,false,,-1.303480838,-10.49104667,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.423375,-1.911194444,8709,[MGM2012] 2957,Y*O,Y*O,85.423375,-1.911194444,3,1.6E-6,false,false,false,,false,,0.190366636,-10.51001416,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42291667,-1.910888889,8710,[MGM2012] 2957,Y*O,Y*O,85.423375,-1.911194444,3,1.982289458,false,false,false,,false,,-0.058912766,-10.366146,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42833333,-1.910083333,8711,2MASS J05414280-0154360,Y*O,*|NIR|X|Y*O,85.42833333,-1.910027778,,0.1999988,false,false,false,,false,,-1.446621322,-9.785453617,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.38075,-1.909694444,8712,2MASS J05413140-0154346,Y*O,*|NIR|Y*O,85.380848,-1.909623,,0.436440878,false,false,false,,false,,0.150370507,-11.33034705,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.35120833,-1.909083333,8713,2MASS J05412428-0154328,Y*O,NIR|Y*O,85.351204,-1.909132,,0.175893577,false,false,false,,false,,0.384773171,-11.52198258,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.4575,-1.908388889,8714,Cl* NGC 2024    HLP       6B,*,*,85.4575179,-1.908444704,3,0.210999286,false,false,false,,false,,-1.103991487,-8.757229571,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,1.0,0.187,,,,,,
85.373,-1.907083333,8715,2MASS J05412953-0154255,Y*O,*|NIR|X|Y*O,85.37306352,-1.907130743,,0.285236474,false,false,false,,false,,-1.215308707,-9.761464531,II,,,,,,,,,23343,,,,2023A%26A...674A..26C,-4.5288068,0.22055407,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.173,0.021,,,,,,
85.43679167,-1.907027778,8716,2MASS J05414482-0154251,Y*O,*|NIR|Rad|X|Y*O,85.43675,-1.906972222,,0.249950803,false,false,false,,false,,-0.137944863,-9.458019537,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40675,-1.906805556,8717,2MASS J05413762-0154246,Y*O,*|NIR|X|Y*O,85.40680125,-1.906892843,,0.364348149,false,false,false,,false,,-0.58777718,-10.19852109,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40091667,-1.906694444,8718,[BCB89] IRS 18,Y*O,*|IR|NIR|Rad|X|Y*O,85.40099876,-1.906763209,,0.385402383,false,false,false,,false,,0.086034416,-9.80971471,flat,,,,,,,,,23344,,,,2023A%26A...674A..26C,-8.621348,0.73368144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42491667,-1.906666667,8719,Cl* NGC 2024    HLL      78,Y*O,*|NIR|X|Y*O,85.424923,-1.906667,,0.022818888,false,false,false,,false,,-1.05733099,-9.407625661,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.53654167,-1.906,8720,2MASS J05420878-0154218,Y*O,NIR|Y*O,85.536607,-1.906071,,0.347259561,false,false,false,,false,,-0.10648403,-11.73309381,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.38475,-1.905416667,8721,2MASS J05413236-0154195,Y*O,NIR|Y*O,85.384848,-1.905423,,0.353341224,false,false,false,,false,,0.9023958,-11.78584663,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
