RAJ2000,DEJ2000,Seq,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,__3_6_,e__3_6_,__4_5_,e__4_5_,__5_8_,e__5_8_,__8_0_,e__8_0_,__24_,e__24_,AKs,alpha,Cl,_2M,Simbad
85.278,-9.319722,142,15.77,0.09,14.97,0.07,14.43,0.1,13.96,0.01,13.79,0.01,13.84,0.07,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
85.273,-9.313278,143,11.45,0.03,10.5,0.03,10.0,0.03,9.57,0.01,9.26,0.01,8.77,0.01,7.96,0.01,5.31,0.02,0.17,-0.96,"D ",2M,Simbad
85.27287,-9.311916,144,14.16,0.09,13.19,0.08,12.62,0.05,11.45,0.01,11.02,0.01,10.53,0.01,0.0,0.0,0.0,0.0,0.15,0.0,"D ",2M,Simbad
85.24446,-9.302,145,12.04,0.02,11.01,0.02,10.62,0.02,10.25,0.01,10.08,0.01,9.73,0.01,9.2,0.01,6.67,0.02,0.36,-1.6,"D ",2M,Simbad
85.41541,-9.290361,146,14.69,0.03,13.99,0.03,13.52,0.05,12.94,0.01,12.56,0.01,12.12,0.02,11.48,0.01,8.62,0.11,0.0,-1.16,"D ",2M,Simbad
85.17558,-9.2873335,147,16.63,0.16,15.87,0.19,0.0,0.0,15.76,0.04,15.19,0.04,0.0,0.0,11.81,0.12,6.44,0.02,0.0,0.0,"D ",2M,Simbad
85.122795,-9.284278,148,13.96,0.03,12.44,0.03,11.24,0.02,9.39,0.01,8.64,0.01,7.95,0.01,7.31,0.01,3.75,0.01,0.39,-0.44,"D ",2M,Simbad
85.292206,-9.265223,149,12.65,0.02,11.57,0.03,11.01,0.02,10.45,0.01,10.04,0.01,9.72,0.01,8.98,0.01,6.54,0.02,0.3,-1.17,"D ",2M,Simbad
85.68029,-9.258555,150,0.0,0.0,0.0,0.0,0.0,0.0,14.33,0.01,13.29,0.01,12.32,0.02,11.32,0.01,8.09,0.06,0.0,0.61,FP,2M,Simbad
85.28817,-9.234555,151,13.28,0.02,12.15,0.03,11.62,0.03,10.96,0.01,10.73,0.01,10.43,0.01,10.16,0.01,6.22,0.02,0.38,-1.89,"D ",2M,Simbad
85.24329,-9.230416,152,14.71,0.04,13.5,0.04,12.7,0.03,11.7,0.01,11.26,0.01,10.82,0.01,10.25,0.01,7.13,0.03,0.29,-1.17,"D ",2M,Simbad
85.73271,-9.225278,153,0.0,0.0,0.0,0.0,0.0,0.0,13.98,0.01,13.05,0.01,12.05,0.02,11.14,0.01,7.0,0.02,0.0,0.45,"P ",2M,Simbad
85.26121,-9.207945,154,12.7,0.02,11.6,0.03,10.86,0.02,9.84,0.01,9.36,0.01,8.8,0.01,7.99,0.01,5.08,0.01,0.21,-0.69,"D ",2M,Simbad
85.66221,-9.201555,155,13.85,0.03,12.92,0.03,12.44,0.02,12.06,0.01,11.89,0.01,11.58,0.01,11.18,0.01,8.7,0.09,0.16,-1.8,"D ",2M,Simbad
85.31646,-9.199194,156,13.6,0.04,11.74,0.03,10.77,0.03,10.05,0.01,9.71,0.01,9.33,0.01,8.86,0.01,5.87,0.01,1.0,-1.46,"D ",2M,Simbad
85.594124,-9.198472,157,13.8,0.03,13.14,0.03,12.76,0.03,11.69,0.01,11.06,0.01,10.56,0.01,9.89,0.01,7.32,0.03,0.0,-0.78,"D ",2M,Simbad
85.682625,-9.17875,158,12.79,0.03,11.92,0.03,11.54,0.02,11.12,0.01,10.79,0.01,10.3,0.01,9.49,0.01,7.1,0.05,0.16,-0.95,"D ",2M,Simbad
85.682335,-9.177305,159,11.73,0.04,10.94,0.05,10.55,0.04,9.86,0.01,9.5,0.01,9.03,0.01,8.42,0.01,6.29,0.02,0.06,-1.15,"D ",2M,Simbad
85.69913,-9.177139,160,12.36,0.03,11.49,0.02,11.11,0.03,10.42,0.01,10.13,0.01,9.75,0.01,9.22,0.01,6.12,0.02,0.17,-1.44,"D ",2M,Simbad
85.51708,-9.145028,161,13.73,0.02,12.69,0.03,12.1,0.03,11.17,0.01,10.72,0.01,10.33,0.01,9.75,0.01,6.66,0.02,0.22,-1.22,"D ",2M,Simbad
85.40575,-9.130834,162,12.67,0.02,11.62,0.02,11.21,0.02,10.89,0.01,10.73,0.01,10.4,0.01,9.88,0.01,7.1,0.03,0.36,-1.65,"D ",2M,Simbad
85.21283,-9.106472,163,0.0,0.0,15.34,0.12,14.48,0.1,11.37,0.01,10.21,0.01,9.29,0.01,7.71,0.01,3.1,0.01,0.0,1.3,"P ",2M,Simbad
85.2245,-9.101139,164,12.26,0.02,10.34,0.02,9.06,0.02,7.4,0.01,6.66,0.01,5.92,0.01,5.14,0.01,1.7,0.01,0.84,-0.23,"D ",2M,Simbad
85.127335,-9.098805,165,0.0,0.0,15.59,0.14,14.1,0.07,12.55,0.01,12.14,0.01,11.83,0.01,11.49,0.02,7.49,0.04,1.97,-1.63,"D ",2M,Simbad
85.23996,-9.097167,166,16.78,0.19,15.49,0.14,14.83,0.14,13.71,0.01,13.16,0.01,12.74,0.03,12.12,0.03,8.83,0.11,0.49,-1.03,"D ",2M,Simbad
85.88704,-9.050195,167,16.6,0.15,15.77,0.17,14.67,0.11,13.34,0.01,0.0,0.0,12.17,0.02,0.0,0.0,6.94,0.02,0.0,0.0,"D ",2M,Simbad
85.54054,-9.027695,168,14.31,0.03,13.14,0.03,12.59,0.03,11.85,0.01,11.5,0.01,11.09,0.01,10.38,0.01,7.29,0.03,0.43,-1.14,"D ",2M,Simbad
85.40513,-9.0265,169,15.07,0.04,14.25,0.02,13.81,0.06,13.33,0.01,13.01,0.01,12.52,0.02,11.73,0.02,9.22,0.15,0.05,-0.98,"D ",2M,Simbad
85.296295,-9.021444,170,15.02,0.04,14.14,0.04,13.79,0.06,13.16,0.01,12.89,0.01,12.6,0.02,12.05,0.02,8.66,0.09,0.2,-1.56,"D ",2M,Simbad
85.30171,-9.018778,171,14.63,0.03,13.25,0.03,12.71,0.03,11.32,0.01,10.9,0.01,10.56,0.01,10.21,0.01,7.84,0.04,0.7,-1.57,"D ",2M,Simbad
86.06646,-9.007722,172,11.56,0.02,10.78,0.03,10.45,0.02,10.1,0.01,0.0,0.0,9.71,0.01,0.0,0.0,6.92,0.02,0.08,0.0,"D ",2M,Simbad
85.346794,-8.995167,173,12.32,0.03,11.05,0.03,10.18,0.03,9.11,0.01,8.6,0.01,8.14,0.01,7.47,0.01,4.67,0.01,0.32,-0.95,"D ",2M,Simbad
85.30096,-8.983194,174,14.29,0.04,13.41,0.03,13.08,0.04,12.58,0.01,12.34,0.01,11.98,0.02,11.5,0.03,8.02,0.05,0.23,-1.57,"D ",2M,Simbad
85.3005,-8.981306,175,13.42,0.05,12.28,0.03,11.67,0.03,10.81,0.01,10.44,0.01,10.09,0.01,9.62,0.01,7.11,0.02,0.34,-1.47,"D ",2M,Simbad
85.34558,-8.978444,176,0.0,0.0,0.0,0.0,0.0,0.0,17.54,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
85.360374,-8.977583,177,12.75,0.03,11.7,0.03,11.07,0.02,10.05,0.01,9.74,0.01,9.36,0.01,8.66,0.01,5.04,0.01,0.21,-1.23,"D ",2M,Simbad
85.29925,-8.958528,178,0.0,0.0,0.0,0.0,0.0,0.0,14.52,0.01,12.77,0.01,12.1,0.02,11.51,0.02,3.27,0.01,0.0,0.44,"P ",2M,Simbad
85.724,-8.957639,179,11.34,0.02,10.35,0.02,9.68,0.02,8.84,0.01,8.48,0.01,8.18,0.01,7.88,0.01,5.19,0.01,0.1,-1.73,"D ",2M,Simbad
85.29962,-8.950889,180,0.0,0.0,0.0,0.0,0.0,0.0,13.82,0.01,12.53,0.01,12.08,0.02,11.65,0.02,4.65,0.02,0.0,-0.48,"P ",2M,Simbad
85.208374,-8.944389,181,0.0,0.0,0.0,0.0,0.0,0.0,14.89,0.02,13.8,0.01,13.01,0.04,12.54,0.05,0.0,0.0,0.0,-0.16,"D ",2M,Simbad
85.35208,-8.94225,182,11.11,0.02,10.17,0.02,9.71,0.02,9.02,0.01,8.75,0.01,8.45,0.01,7.91,0.01,5.33,0.02,0.19,-1.56,"D ",2M,Simbad
86.04196,-8.930278,183,0.0,0.0,0.0,0.0,0.0,0.0,13.86,0.01,12.81,0.01,11.76,0.01,10.78,0.01,7.08,0.02,0.0,0.71,FP,2M,Simbad
85.6655,-8.913834,184,13.53,0.03,12.69,0.03,12.33,0.02,11.88,0.01,11.58,0.01,11.08,0.01,10.27,0.01,7.66,0.04,0.14,-0.95,"D ",2M,Simbad
85.104706,-8.905917,185,15.07,0.06,13.02,0.03,11.7,0.05,0.0,0.0,9.7,0.01,0.0,0.0,9.07,0.01,6.74,0.02,0.97,0.0,"D ",2M,Simbad
85.15366,-8.896611,186,9.98,0.02,9.83,0.03,9.74,0.02,9.64,0.01,9.53,0.01,8.85,0.01,7.25,0.01,4.49,0.02,0.0,-0.02,"D ",2M,Simbad
85.64391,-8.893945,187,15.02,0.04,13.81,0.03,12.99,0.03,12.36,0.01,12.1,0.01,11.79,0.01,11.14,0.01,7.7,0.04,0.27,-1.43,"D ",2M,Simbad
85.30233,-8.879444,188,14.18,0.03,13.5,0.03,13.02,0.04,12.15,0.01,11.82,0.01,11.53,0.01,11.18,0.01,8.98,0.11,0.0,-1.73,"D ",2M,Simbad
85.730835,-8.872306,189,14.31,0.03,13.59,0.04,13.22,0.03,12.98,0.01,12.82,0.01,12.62,0.02,12.16,0.03,7.7,0.04,0.0,-1.9,"D ",2M,Simbad
85.175,-8.871778,190,14.11,0.03,12.97,0.03,12.5,0.03,12.07,0.01,11.86,0.01,11.55,0.01,11.08,0.01,8.31,0.05,0.45,-1.68,"D ",2M,Simbad
85.20504,-8.855972,191,12.16,0.02,11.01,0.02,10.39,0.02,9.54,0.01,9.22,0.01,8.95,0.01,8.35,0.01,5.02,0.02,0.36,-1.49,"D ",2M,Simbad
85.20363,-8.85425,192,11.9,0.04,10.8,0.04,10.28,0.02,9.56,0.01,9.19,0.01,8.71,0.01,7.97,0.01,5.95,0.03,0.36,-0.99,"D ",2M,Simbad
85.19942,-8.851194,193,14.68,0.03,13.56,0.04,12.76,0.04,11.92,0.01,11.46,0.01,11.0,0.01,10.36,0.01,7.92,0.06,0.18,-1.04,"D ",2M,Simbad
85.200294,-8.845528,194,14.2,0.02,13.01,0.03,12.28,0.03,11.15,0.01,10.8,0.01,10.75,0.01,10.48,0.01,7.18,0.03,0.32,-2.12,"D ",2M,Simbad
85.22004,-8.843139,195,15.04,0.04,13.57,0.03,12.81,0.03,11.78,0.01,11.28,0.01,10.8,0.01,10.45,0.01,8.4,0.07,0.65,-1.3,"D ",2M,Simbad
85.663,-8.840917,196,0.0,0.0,0.0,0.0,0.0,0.0,15.17,0.03,14.89,0.03,0.0,0.0,0.0,0.0,6.31,0.03,0.0,0.0,"D ",2M,Simbad
85.66075,-8.8385,197,16.95,0.18,14.19,0.04,12.21,0.03,9.94,0.01,9.03,0.01,8.23,0.01,7.4,0.01,3.58,0.01,1.39,0.06,"P ",2M,Simbad
85.67663,-8.803833,198,12.84,0.03,11.14,0.03,10.33,0.02,9.67,0.01,9.46,0.01,9.06,0.01,8.92,0.01,4.56,0.01,0.91,-1.93,"D ",2M,Simbad
85.762,-8.797055,199,0.0,0.0,15.75,0.14,14.58,0.09,12.58,0.01,11.81,0.01,10.91,0.01,9.73,0.01,5.5,0.01,0.05,0.45,"P ",2M,Simbad
85.10721,-8.781028,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,0.01,0.0,0.0,11.1,0.02,6.49,0.02,0.0,0.0,"P ",2M,Simbad
85.79242,-8.768861,201,0.0,0.0,15.73,0.16,14.62,0.14,12.43,0.01,10.86,0.01,9.75,0.01,8.86,0.01,3.51,0.01,0.0,1.2,"P ",2M,Simbad
85.67946,-8.759806,202,0.0,0.0,0.0,0.0,0.0,0.0,11.59,0.01,11.25,0.01,10.72,0.01,9.93,0.01,6.78,0.02,0.0,-0.91,"D ",2M,Simbad
85.67917,-8.759139,203,15.8,0.08,13.58,0.07,12.48,0.06,11.7,0.01,11.46,0.01,10.81,0.01,10.49,0.01,0.0,0.0,1.36,-1.35,"D ",2M,Simbad
85.78025,-8.741972,204,0.0,0.0,0.0,0.0,14.92,0.14,12.87,0.02,11.02,0.01,10.23,0.01,9.66,0.01,3.75,0.01,0.0,0.68,"P ",2M,Simbad
85.87925,-8.7398615,205,16.01,0.08,14.97,0.07,14.36,0.09,13.79,0.01,13.45,0.01,13.08,0.03,12.49,0.04,0.0,0.0,0.21,-1.35,"D ",2M,Simbad
85.75371,-8.738444,206,16.18,0.09,13.38,0.03,12.02,0.03,10.72,0.01,10.45,0.01,9.8,0.01,9.11,0.01,4.43,0.02,1.91,-0.91,"D ",2M,Simbad
85.719666,-8.736861,207,0.0,0.0,0.0,0.0,0.0,0.0,13.15,0.01,12.32,0.01,11.41,0.01,11.14,0.01,7.08,0.03,0.0,-0.47,FP,2M,Simbad
85.275955,-8.734917,208,15.6,0.07,14.18,0.05,13.43,0.05,12.76,0.01,12.59,0.01,12.47,0.02,12.52,0.03,8.36,0.06,0.61,-2.56,"D ",2M,Simbad
85.37713,-8.733027,209,15.65,0.07,14.93,0.06,14.43,0.09,13.77,0.01,13.46,0.01,13.07,0.03,12.24,0.03,9.04,0.13,0.0,-1.08,"D ",2M,Simbad
85.50108,-8.72475,210,16.06,0.08,15.38,0.08,0.0,0.0,14.55,0.04,13.89,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
85.37187,-8.717861,211,0.0,0.0,0.0,0.0,14.24,0.08,11.91,0.01,10.81,0.01,9.8,0.01,8.96,0.01,2.51,0.01,0.0,0.55,"P ",2M,Simbad
85.374084,-8.712778,212,0.0,0.0,0.0,0.0,14.61,0.11,12.75,0.01,11.28,0.01,10.19,0.01,9.24,0.01,4.46,0.01,0.0,1.14,"P ",2M,Simbad
85.720375,-8.6947775,213,15.66,0.05,13.51,0.03,12.14,0.03,10.76,0.01,10.13,0.01,9.61,0.01,8.96,0.01,4.48,0.01,1.07,-0.78,"D ",2M,Simbad
85.75375,-8.687305,214,0.0,0.0,15.87,0.14,14.61,0.1,13.31,0.01,12.78,0.01,12.23,0.02,11.54,0.01,8.41,0.07,1.04,-0.8,"D ",2M,Simbad
85.65954,-8.683805,215,13.35,0.02,12.07,0.02,11.38,0.02,10.48,0.01,10.09,0.01,9.7,0.01,9.19,0.01,6.83,0.03,0.45,-1.35,"D ",2M,Simbad
85.39979,-8.682834,216,14.7,0.03,12.86,0.03,11.85,0.02,10.52,0.01,10.04,0.01,9.66,0.01,9.28,0.01,6.51,0.03,0.94,-1.42,"D ",2M,Simbad
85.33146,-8.677417,217,13.53,0.03,11.64,0.03,10.5,0.02,9.04,0.01,8.52,0.01,7.93,0.01,7.26,0.01,4.59,0.01,0.9,-0.77,"D ",2M,Simbad
85.37675,-8.673,218,0.0,0.0,0.0,0.0,14.67,0.12,12.25,0.01,11.3,0.01,10.48,0.01,9.29,0.01,5.35,0.05,0.0,0.53,"P ",2M,Simbad
85.37646,-8.6715555,219,0.0,0.0,14.73,0.08,11.86,0.03,9.53,0.01,8.54,0.01,7.77,0.01,7.0,0.01,3.44,0.01,3.43,0.04,"P ",2M,Simbad
85.39983,-8.671166,220,0.0,0.0,0.0,0.0,0.0,0.0,15.67,0.02,14.99,0.03,14.27,0.1,13.74,0.13,0.0,0.0,0.0,-0.59,"D ",2M,Simbad
85.383415,-8.669361,221,0.0,0.0,0.0,0.0,0.0,0.0,12.93,0.01,11.16,0.01,10.06,0.01,9.53,0.01,4.42,0.01,0.0,0.99,"P ",2M,Simbad
85.37525,-8.669278,222,0.0,0.0,15.85,0.15,12.27,0.03,9.8,0.01,8.86,0.01,8.23,0.01,7.39,0.01,3.51,0.01,5.26,-0.11,"P ",2M,Simbad
85.669914,-8.669056,223,12.97,0.02,11.84,0.02,11.0,0.02,10.22,0.01,9.64,0.01,9.16,0.01,8.3,0.01,5.91,0.02,0.15,-0.66,"D ",2M,Simbad
85.70038,-8.668972,224,14.6,0.06,12.2,0.05,10.42,0.04,9.0,0.01,8.09,0.01,7.22,0.01,6.48,0.01,2.73,0.02,1.09,0.06,"P ",2M,Simbad
85.69204,-8.666889,225,11.63,0.02,10.18,0.02,9.24,0.03,8.56,0.01,7.71,0.01,7.1,0.01,6.21,0.01,3.92,0.01,0.49,-0.17,"D ",2M,Simbad
85.72804,-8.666528,226,0.0,0.0,15.32,0.09,14.24,0.07,13.4,0.01,12.96,0.01,12.63,0.03,12.15,0.03,9.11,0.13,0.88,-1.42,"D ",2M,Simbad
85.710335,-8.665972,227,12.81,0.02,11.25,0.02,10.36,0.02,9.49,0.01,9.16,0.01,8.9,0.01,8.46,0.01,4.37,0.01,0.68,-1.66,"D ",2M,Simbad
85.71871,-8.654611,228,13.23,0.02,11.85,0.02,11.06,0.02,10.06,0.01,9.68,0.01,9.19,0.01,8.74,0.01,5.52,0.02,0.51,-1.29,"D ",2M,Simbad
85.344124,-8.654445,229,13.83,0.04,12.74,0.04,12.13,0.03,11.27,0.01,10.8,0.01,10.31,0.01,9.45,0.01,6.33,0.02,0.28,-0.75,"D ",2M,Simbad
85.34554,-8.653055,230,12.35,0.03,11.21,0.03,10.72,0.03,9.97,0.01,9.74,0.01,9.49,0.01,8.69,0.01,4.95,0.01,0.43,-1.38,"D ",2M,Simbad
85.766335,-8.652555,231,12.77,0.02,11.43,0.02,10.85,0.02,10.17,0.01,9.94,0.01,9.38,0.01,8.86,0.01,5.36,0.01,0.62,-1.26,"D ",2M,Simbad
85.70825,-8.650778,232,13.74,0.03,12.36,0.03,11.57,0.02,10.66,0.01,10.25,0.01,9.68,0.01,8.8,0.01,5.44,0.01,0.52,-0.68,"D ",2M,Simbad
85.71425,-8.650528,233,12.04,0.02,10.5,0.02,9.55,0.03,8.75,0.01,7.86,0.01,7.42,0.01,6.84,0.01,4.73,0.01,0.61,-0.72,"D ",2M,Simbad
85.71679,-8.649917,234,14.8,0.03,13.06,0.02,12.25,0.03,11.53,0.01,11.18,0.01,10.62,0.01,9.95,0.03,7.56,0.07,0.97,-0.98,"D ",2M,Simbad
85.65496,-8.646306,235,16.3,0.09,15.27,0.08,14.87,0.13,13.67,0.01,13.05,0.01,12.22,0.02,10.9,0.01,8.12,0.05,0.35,0.36,"D ",2M,Simbad
85.70292,-8.641889,236,11.15,0.02,9.8,0.02,9.06,0.02,8.02,0.01,7.51,0.01,7.07,0.01,6.29,0.01,3.22,0.01,0.51,-0.86,"D ",2M,Simbad
85.71025,-8.641417,237,12.93,0.02,10.57,0.02,9.09,0.02,7.64,0.01,7.05,0.01,6.46,0.01,5.69,0.01,3.52,0.01,1.26,-0.59,"D ",2M,Simbad
85.52267,-8.641222,238,11.96,0.02,10.92,0.02,10.52,0.02,10.09,0.01,9.83,0.01,9.58,0.01,8.9,0.01,6.21,0.02,0.38,-1.48,"D ",2M,Simbad
85.70725,-8.640472,239,15.26,0.05,12.95,0.03,11.51,0.02,10.13,0.01,9.4,0.01,9.0,0.01,8.34,0.01,5.29,0.02,1.23,-0.84,"D ",2M,Simbad
85.74142,-8.640361,240,0.0,0.0,0.0,0.0,0.0,0.0,15.02,0.01,14.54,0.02,13.98,0.11,13.47,0.09,0.0,0.0,0.0,-1.03,"D ",2M,Simbad
85.69737,-8.635722,241,13.8,0.05,11.97,0.05,10.9,0.04,9.95,0.01,9.46,0.01,9.16,0.01,8.49,0.01,5.62,0.03,0.87,-1.2,"D ",2M,Simbad
85.74279,-8.634833,242,0.0,0.0,0.0,0.0,13.45,0.05,10.15,0.01,8.79,0.01,7.65,0.01,6.9,0.01,2.9,0.01,0.0,0.89,"P ",2M,Simbad
85.69779,-8.634472,243,14.17,0.04,12.76,0.04,11.99,0.03,10.9,0.01,10.26,0.01,9.76,0.01,8.66,0.01,5.77,0.03,0.57,-0.3,"D ",2M,Simbad
85.384705,-8.632083,244,0.0,0.0,15.42,0.09,13.04,0.04,10.69,0.01,9.62,0.01,8.94,0.01,8.14,0.01,4.45,0.01,1.99,0.02,"P ",2M,Simbad
85.73492,-8.6293335,245,13.74,0.03,12.87,0.02,12.57,0.02,12.33,0.01,12.27,0.01,12.19,0.02,12.12,0.03,9.14,0.13,0.22,-2.59,"D ",2M,Simbad
85.743164,-8.62875,246,0.0,0.0,0.0,0.0,0.0,0.0,12.95,0.01,11.59,0.01,10.65,0.01,9.99,0.01,6.07,0.02,0.0,0.52,"P ",2M,Simbad
85.4735,-8.628667,247,13.77,0.03,12.65,0.03,11.84,0.03,11.21,0.01,10.84,0.01,10.46,0.01,9.6,0.01,6.7,0.02,0.17,-1.0,"D ",2M,Simbad
85.74329,-8.628222,248,0.0,0.0,0.0,0.0,0.0,0.0,13.01,0.01,11.67,0.01,10.85,0.01,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
85.793045,-8.624361,249,16.54,0.11,15.58,0.13,15.15,0.15,14.55,0.01,14.08,0.01,13.74,0.06,12.71,0.04,7.67,0.04,0.24,-0.76,"D ",2M,Simbad
85.42679,-8.618667,250,10.65,0.03,9.49,0.04,8.76,0.03,7.99,0.01,7.76,0.01,7.54,0.01,6.97,0.01,3.42,0.01,0.27,-1.67,"D ",2M,Simbad
85.72804,-8.617778,251,15.85,0.07,13.96,0.03,12.97,0.03,12.05,0.01,11.64,0.01,11.16,0.01,10.12,0.01,7.0,0.02,1.01,-0.63,"D ",2M,Simbad
85.31338,-8.617639,252,0.0,0.0,0.0,0.0,0.0,0.0,15.02,0.01,14.52,0.02,14.12,0.08,13.49,0.08,0.0,0.0,0.0,-1.1,"D ",2M,Simbad
86.181335,-8.614833,253,13.45,0.03,12.25,0.03,11.52,0.02,10.44,0.01,9.84,0.01,9.26,0.01,8.6,0.01,5.57,0.01,0.33,-0.71,"D ",2M,Simbad
85.36329,-8.61275,254,14.49,0.03,12.81,0.02,12.07,0.02,11.46,0.01,11.03,0.01,10.56,0.01,9.65,0.01,7.09,0.03,0.94,-0.76,"D ",2M,Simbad
85.69679,-8.610167,255,0.0,0.0,15.38,0.08,14.17,0.07,11.62,0.01,10.7,0.01,9.93,0.01,8.92,0.01,5.18,0.01,0.0,0.23,"P ",2M,Simbad
85.76083,-8.596889,256,0.0,0.0,0.0,0.0,0.0,0.0,14.69,0.01,14.28,0.02,13.99,0.08,13.55,0.12,7.6,0.05,0.0,-1.54,"D ",2M,Simbad
85.39237,-8.591028,257,15.75,0.11,12.67,0.09,10.57,0.04,7.04,0.01,5.8,0.01,5.01,0.01,4.09,0.01,0.71,0.01,1.73,0.48,"P ",2M,Simbad
85.39496,-8.58975,258,15.19,0.05,12.73,0.03,11.52,0.02,10.34,0.01,9.75,0.01,9.3,0.01,8.51,0.03,0.0,0.0,1.57,-0.76,"D ",2M,Simbad
85.70942,-8.577111,259,0.0,0.0,0.0,0.0,14.27,0.06,12.69,0.01,12.05,0.01,11.81,0.02,11.43,0.02,7.25,0.03,0.0,-1.45,"D ",2M,Simbad
85.92912,-8.575,260,15.3,0.05,14.53,0.05,13.93,0.05,13.41,0.01,13.12,0.01,12.76,0.04,12.22,0.04,8.93,0.11,0.0,-1.46,"D ",2M,Simbad
85.93171,-8.571167,261,12.92,0.03,11.8,0.02,11.23,0.02,10.6,0.01,10.18,0.01,10.03,0.01,9.26,0.01,6.26,0.02,0.35,-1.37,"D ",2M,Simbad
85.79471,-8.565361,262,0.0,0.0,0.0,0.0,0.0,0.0,11.61,0.01,11.25,0.01,10.92,0.01,10.62,0.01,5.88,0.02,0.0,-1.69,"D ",2M,Simbad
85.687584,-8.560083,263,13.26,0.03,12.02,0.04,11.4,0.02,10.89,0.01,10.74,0.01,10.46,0.01,10.02,0.01,6.46,0.02,0.46,-1.82,"D ",2M,Simbad
85.35454,-8.559972,264,16.95,0.19,15.61,0.1,14.53,0.1,13.48,0.01,12.79,0.01,12.22,0.02,11.4,0.02,8.48,0.08,0.24,-0.46,"D ",2M,Simbad
85.343956,-8.557722,265,0.0,0.0,15.8,0.13,14.67,0.11,13.76,0.01,13.14,0.01,12.54,0.02,11.45,0.02,8.59,0.09,0.4,-0.19,"D ",2M,Simbad
85.204124,-8.555972,266,0.0,0.0,0.0,0.0,14.97,0.16,13.88,0.01,12.99,0.01,12.16,0.02,11.23,0.01,7.54,0.04,0.0,0.19,FP,2M,Simbad
85.62746,-8.548639,267,10.82,0.02,10.13,0.02,9.76,0.02,9.26,0.01,8.92,0.01,8.75,0.01,8.37,0.01,3.89,0.01,0.0,-1.85,"D ",2M,Simbad
85.731415,-8.54675,268,0.0,0.0,15.5,0.11,14.26,0.08,12.79,0.01,11.94,0.01,11.53,0.01,10.78,0.02,3.23,0.01,0.0,-0.62,"P ",2M,Simbad
85.80629,-8.516806,269,14.22,0.03,12.54,0.03,11.78,0.02,11.19,0.01,10.98,0.01,10.82,0.01,10.6,0.01,5.92,0.02,0.91,-2.16,"D ",2M,Simbad
85.78992,-8.490861,270,16.86,0.16,14.69,0.06,13.25,0.04,11.81,0.01,10.9,0.01,10.16,0.01,8.97,0.01,3.56,0.01,1.04,0.38,"P ",2M,Simbad
85.66392,-8.441195,271,12.59,0.03,11.73,0.02,11.53,0.02,11.37,0.01,11.21,0.01,10.85,0.01,9.87,0.01,6.36,0.03,0.23,-1.1,"D ",2M,Simbad
85.65704,-8.420944,272,13.3,0.03,12.32,0.03,11.8,0.02,11.07,0.01,10.67,0.01,10.36,0.01,9.41,0.01,6.2,0.02,0.2,-0.97,"D ",2M,Simbad
85.811,-8.418222,273,0.0,0.0,0.0,0.0,0.0,0.0,14.96,0.02,14.55,0.02,14.27,0.1,13.49,0.1,0.0,0.0,0.0,-1.19,"D ",2M,Simbad
85.73729,-8.380584,274,12.88,0.03,12.0,0.02,11.6,0.02,10.78,0.01,10.46,0.01,10.07,0.01,9.43,0.01,7.05,0.03,0.18,-1.28,"D ",2M,Simbad
85.76771,-8.371805,275,0.0,0.0,0.0,0.0,0.0,0.0,14.63,0.01,14.13,0.02,13.7,0.07,13.17,0.1,0.0,0.0,0.0,-1.17,"D ",2M,Simbad
85.43692,-8.358528,276,12.64,0.02,10.93,0.02,9.78,0.02,8.73,0.01,8.02,0.01,7.42,0.01,6.34,0.01,2.91,0.01,0.68,-0.12,"D ",2M,Simbad
85.71321,-8.354472,277,14.96,0.04,14.06,0.03,13.65,0.05,12.97,0.01,12.63,0.01,12.3,0.02,11.58,0.02,9.09,0.16,0.17,-1.25,"D ",2M,Simbad
85.72329,-8.339611,278,12.8,0.03,11.77,0.02,11.35,0.02,10.92,0.01,10.67,0.01,10.54,0.01,9.61,0.01,5.73,0.03,0.35,-1.39,"D ",2M,Simbad
85.94354,-8.314445,279,13.11,0.03,12.23,0.03,11.84,0.03,0.0,0.0,10.97,0.01,0.0,0.0,0.0,0.0,6.76,0.04,0.18,0.0,"D ",2M,Simbad
85.73837,-8.307944,280,14.18,0.03,13.35,0.03,12.9,0.03,12.33,0.01,12.17,0.01,11.88,0.01,11.45,0.02,8.99,0.13,0.07,-1.8,"D ",2M,Simbad
85.69288,-8.305333,281,13.8,0.03,12.73,0.03,12.21,0.03,11.65,0.01,11.27,0.01,10.88,0.01,10.11,0.01,7.63,0.04,0.32,-1.08,"D ",2M,Simbad
85.76825,-8.303,282,13.24,0.03,12.21,0.03,11.67,0.02,11.07,0.01,10.66,0.01,10.28,0.01,9.43,0.01,6.01,0.02,0.25,-0.97,"D ",2M,Simbad
